Year,Status,Award,Media,Media2,Name,Url,Error
2004,Finalist,,Tampa Bay Times,,The last full measure of devotion,http://www.sptimes.com/2004/webspecials04/medalofhonor/default.shtml,200
2004,Finalist,,Center for Public Integrity,,,http://www.publicintegrity.org/,200
2004,Finalist,,Press Enterprise,,October 2003 Southern California wildfires,http://www.pe.com/sharedcontent/southwest/pecom/fireseason/index2.html,200
2004,Finalist,,Press Enterprise,,Epicenter,http://www.pe.com/quake/,200
2004,Finalist,,Seattle Times,,Coaches Who Prey,http://seattletimes.nwsource.com/news/local/coaches/,200
2004,Finalist,,Wall Street Journal,,,http://www.wsj.com/,200
2004,Finalist,,University of North Carolina,,South Africa: 10 Years On,http://www.tenyearson.org/,200
2004,Finalist,,USC Annenberg School for Communication,,Making it in LA,http://www-scf.usc.edu/~jour556/,200
2004,Finalist,,Washington Post,,The capture of Saddam Hussein.,http://www.washingtonpost.com/wp-dyn/world/mideast/gulf/iraq/hussein/,200
2004,Finalist,,Washington Post,,,http://www.washingtonpost.com/,200
2004,Finalist,,WBUR,,Greenland: The Land of Ice and Stone,http://www.wbur.org/special/dispatches/greenland/,200
2004,Finalist,,Words,,Blair Shewchuk,"http://online.wsj.com/article/0,SB107348278249487700,00.html",200
2004,Winner,Creative Use of the Medium Large,Agence France Presse,,Tour de France,http://www.nytimes.com/packages/flash/sports/tdf2004/flash/en/frameBottom.html,200
2004,Winner,Best Student Web site,Arizona State University,,WebDevil,http://www.asuwebdevil.com/,200
2004,Winner,General Excellence in Online Journalism Large,BBC News,,,http://www.bbcnews.com/,200
2004,Winner,Enterprise Journalism Large,CBC News,,Abu Ghraib,http://www.cbsnews.com/stories/2004/04/27/60II/main614063.shtml,200
2004,Winner,Service Journalism Large,CBC News,,Adverse Drug Reactions,http://www.cbc.ca/news/adr/index.html,200
2004,Winner,Specialty Journalism Large,CBC News,,Canada Votes,http://www.cbc.ca/canadavotes/electionnight/index.html,200
2004,Winner,Online Commentary Small,Dan Gillmor,,E-Journal,http://weblog.siliconvalley.com/column/dangillmor/,200
2004,Winner,Rich Jaroslovsky Award,Dianne Lynch,,,,#N/A
2004,Winner,Breaking News Large,NBC4i.com,,Columbus serial shootings,http://www.nbc4i.com/serialshootings/index.html,200
2004,Winner,Online Commentary Large,New York Times,,Nicholas D. Kristof,http://www.nytimes.com/top/opinion/editorialsandoped/oped/columnists/nicholasdkristof/index.html,200
2004,Winner,Creative Use of the Medium Small,POV,Borders,Environment,http://www.pbs.org/pov/borders/index_flash.html,200
2004,Winner,Enterprise Journalism Small,Center for Public Integrity,,Silent Partners,http://www.publicintegrity.org/527/,200
2004,Winner,Service Journalism Small,Orange County Register,,Toxic Treats,http://www.ocregister.com/investigations/2004/lead/index.shtml,200
2004,Winner,Best Student Journalism,University of North Carolina,University of the Andes,Chiloe Stories,http://www.chiloestories.org/home.html,200
2004,Winner,General Excellence in Online Journalism Small,Ventura County Star,,,http://www.venturacountystar.com/,200
2004,Winner,Specialty Journalism Small,WBUR,,Arts section,http://www.publicbroadcasting.net/wbur/arts.artsmain,200
2005,Finalist,,American Public Media,,Speaking of Faith,http://being.publicradio.org/,#N/A
2005,Finalist,,Arizona State University,,Crossing Borders,http://cronkitezine.asu.edu/Mexico/,verified
2005,Finalist,,Arts:OpEd,,Bill Marx,http://www.wbur.org/arts/archive/op-eds,200
2005,Finalist,,Atlanta Journal-Constitution,,Borrower Beware,http://www.ajc.com/business/content/business/borrowerbeware.html,200
2005,Finalist,,Atlanta Journal-Constitution,,Get Schooled,http://www.ajc.com/metro/content/custom/blogs/education/index.html,200
2005,Finalist,,BBC News,,,http://www.bbc.co.uk/news/,200
2005,Finalist,,Bluffton Today,,,http://www.blufftontoday.com/,200
2005,Finalist,,CBS,,,http://chicago.cbslocal.com/,verified
2005,Finalist,,Center for Public Integrity,,Outsourcing the Pentagon,http://www.publicintegrity.org/pns/,200
2005,Finalist,,Center for Public Integrity,,,http://www.iwatchnews.org/,301
2005,Finalist,,CNN,,,http://www.cnn.com/,200
2005,Finalist,,Computer World,,,http://www.computerworld.com/,200
2005,Finalist,,Congressional Quarterly,,,http://corporate.cqrollcall.com/,verified
2005,Finalist,,ContentNext Media,,PaidContent.org,http://paidcontent.org/,200
2005,Finalist,,CourtTV,,Murder in Room 103,http://www.trutv.com/newname.html,200
2005,Finalist,,ESPN,,Page 2,http://espn.go.com/espn/page2/,timeout
2005,Finalist,,ESPN,,ESPN Insider,http://insider.espn.go.com/insider/index,verified
2005,Finalist,,ESPN,,,http://espn.go.com/,verified
2005,Finalist,,First Statement,,Al Mascitti,http://www.delawareonline.com/blogs/archive/2004_07_01_first_state.html,200
2005,Finalist,,Frontline/World,,,http://www.pbs.org/frontlineworld/,200
2005,Finalist,,Globe and Mail,,AIDS in Africa: A Turning Point,http://www.theglobeandmail.com/special/aidsinafrica/,200
2005,Finalist,,Good Morning Silicon Valley,,John Paczkowski,http://blogs.siliconvalley.com/gmsv/,#N/A
2005,Finalist,,Grand Island Independent,,Living Through Windows: Alzheimer’s Disease,http://livingthroughwindows.com/,timeout
2005,Finalist,,Houston Chronicle,,In Harm’s Way,http://www.chron.com/toxic/,200
2005,Finalist,,Slate,,Human Nature,http://www.slate.com/?id=3944&qp=41742&dto=06/30/05&dfrom=07/01/04,200
2005,Finalist,,Inside Higher Ed,,Terry Caesar,http://www.insidehighered.com/views/purely_academic,301
2005,Finalist,,Kausfiles,,Mickey Kaus,http://www.slate.com/?id=3944&qp=26088;26457&dto=06/30/05&dfrom=07/01/04,200
2005,Finalist,,Knight Ridder,,Echo Company,http://www.realcities.com/mld/krwashington/news/special_packages/echo_company/,200
2005,Finalist,,Mark Fiore,,Mark Fiore,http://www.markfiore.com/,301
2005,Finalist,,Wired,,Adam Penenberg,"http://www.wired.com/news/storylist/0,2339,1295,00.html",200
2005,Finalist,,Microsoft Watch,,Microsoft to Gut Longhorn,http://microsoft-watch.com/content/operating_systems/microsoft_to_gut_longhorn_to_make_2006_delivery_date.html,timeout
2005,Finalist,,My Shack,,My House,http://www.sixbillion.org/,200
2005,Finalist,,NEO Babble Blog,,Chas Rich,http://www.cleveland.com/blogs/index.ssf,200
2005,Finalist,,Newsday,,Hip-Hop at 30,http://www.nynewsday.com/impulse/music/hiphop/,200
2005,Finalist,,Newsday,,Fashion Week,http://www.nynewsday.com/entertainment/custom/fashion/fashionshows/,200
2005,Finalist,,Newsday,,,http://www.nynewsday.com/,200
2005,Finalist,,NOVA,,,http://www.pbs.org/wgbh/nova/,200
2005,Finalist,,Online Athens,,,http://www.onlineathens.com/,200
2005,Finalist,,Orlando Sentinel,,2004 Hurricane Season,http://www.orlandosentinel.com/storms,200
2005,Finalist,,Palm Beach Post,,2004 Hurricane Season,http://www.palmbeachpost.com/storm/content/weather/special/storm/2004/atlantic/2004coverage.html,200
2005,Finalist,,Philadelphia Inquirer,,My Favorite Teacher,http://www.realcities.com/multimedia/philly/inquirer/KRT_packages/archive/slideshow/2005teacherfavorites/coverpage.html,200
2005,Finalist,,Pressing Issues,,Greg Mitchell,http://www.editorandpublisher.com/error/url-not-found,200
2005,Finalist,,San Bernardino Sun,Inland Valley Daily Bulletin,Beyond Borders,http://lang.sbsun.com/socal/beyondborders/,verified
2005,Finalist,,BeliefNet,,David Kuo Shooting from the Heart,http://www.beliefnet.com/News/Politics/2005/02/Please-Keep-Faith.aspx,200
2005,Finalist,,St. Petersburg Times,,A Husband for Vibha,http://www.sptimes.com/2004/webspecials04/indianwoman/,200
2005,Finalist,,Sun-Sentinel,,25 years in Hip Hop,"http://www.sun-sentinel.com/broadband/theedge/sfl-edge-n-hiphop,0,3806040.flash",200
2005,Finalist,,Orange County Register,,O.C. Varsity,http://www.ocvarsity.com/,200
2005,Finalist,,Scotsman,,Heritage and Culture,http://heritage.scotsman.com/,verified
2005,Finalist,,Seattle Times,,,http://www.realcities.com/mld/krwashington/news/special_packages/echo_company/,200
2005,Finalist,,Wichita Eagle,,BTK Serial Killer Confesses,http://www.kansas.com/,301
2005,Finalist,,Times Herald Record,,Local Floods,http://www.recordonline.com/news/special_reports/2005flood/,200
2005,Finalist,,University of Alaska Fairbanks,,Hartman Murder Files,http://www.uaf.edu/extreme,200
2005,Finalist,,Washington Post,,Tsunami Coverage,http://www.washingtonpost.com/wp-dyn/articles/A29794-2004Dec27.html,200
2005,Finalist,,Winston-Salem Journal,,The Attack at the Silk Forest Plant,http://silkplantforest.journalnow.com/,200
2005,Winner,Online Commentary Large Site,Ad Report Card,,Seth Stevenson,http://www.slate.com/?id=3944&qp=26609&dto=06/30/05&dfrom=07/01/04,200
2005,Winner,Outstanding Use of Multiple Media Small Site,Boulder Daily Camera,,Mission to Mante,http://mante.dailycamera.com/,timeout
2005,Winner,Online Commentary Medium Site,Cup o’ Joel,,Joel Mathis,http://www.lawrence.com/weblogs/mathis/,301
2005,Winner,Service Journalism Large Site,Lohud,,Your Right to Know,http://www.lohud.com/newsroom/foil/,301
2005,Winner,Enterprise Journalism Small Site,New West,,Money and Meth Addiction,http://www.newwest.net/newwesttransition.html,200
2005,Winner,Specialty Journalism Small Site,Nature,,,http://www.nature.com/news/index.html,200
2005,Winner,General Excellence in Online Journalism Small Site,New West,,,http://www.newwest.net/newwesttransition.html,200
2005,Winner,Breaking News Large Site,New York Times,,Asia’s Deadly Waves,http://www.nytimes.com/indexes/2004/12/27/world/worldspecial4/,verified
2005,Winner,Outstanding Use of Multiple Media Large Site,New York Times,,Class Matters,http://www.nytimes.com/pages/national/class/index.html,200
2005,Winner,General Excellence in Online Journalism Large Site,New York Times,,,http://www.nytimes.com/,200
2005,Winner,Enterprise Journalism Large Site,Slate,,What is Torture?,http://www.slate.com/id/2119122,200
2005,Winner,Online Commentary Small Site,Business Electric,,Arthur O’Donnell,http://www.energypulse.net/centers/author.cfm?at_id=495%20,200
2005,Winner,Specialty Journalism Large Site,Chronicle of Higher Education,,,http://chronicle.com/section/Home/5,verified
2005,Winner,Service Journalism Small Site,Journal Now,,Unsafe Haven,http://www2.journalnow.com/servlet/Satellite/?pagename=WSJ/Page/WSJ_ContentPage&c=Page&cid=1031780628526,200
2005,Winner,Breaking News Small Site,Palm Springs Desert Sun,,McGowan Family Tragedy,http://www.mydesert.com/,200
2005,Winner,General Excellence in Online Journalism Medium Site,Spokesman-Review,,,http://www.spokesman.com/,200
2005,Winner,Student Journalism,University of North Carolina,,Global Messengers,http://www.ibiblio.org/solympics/home.html,301
2006,Finalist,,American Public Media,,Speaking of Faith,http://being.publicradio.org/,#N/A
2006,Finalist,,Associated Press,,9/11 Loans,http://online.news.ap.org/work/investigative2.shtml,200
2006,Finalist,,BBC News,,London Attacks,http://news.bbc.co.uk/2/hi/in_depth/uk/2005/london_explosions/default.stm,verified
2006,Finalist,,Bicycling,,,http://www.bicycling.com/,200
2006,Finalist,,BorgBlog,,Jim Borgman,http://news.cincinnati.com/apps/pbcs.dll/section?category=borgblog,timeout
2006,Finalist,,BusinessWeek Online,,,http://www.businessweek.com/,200
2006,Finalist,,Center for Investigative Reporting,,Conflicts on the Bench,http://www.muckraker.org/,200
2006,Finalist,,CFO,,The 404 Debate,http://www.cfo.com/guides/guide.cfm/6822144?&x=1,200
2006,Finalist,,Chicago Tribune,,Mortgage Fraud: The new street hustle,"http://www.chicagotribune.com/news/local/chi-mortgagefraud,0,6421528.htmlstory",200
2006,Finalist,,CNET,,Identity Crisis: Myth vs. Reality in ID Theft,http://news.cnet.com/Identity-crisis-Myth-vs.-reality-in-ID-theft/2009-1029_3-5911539.html,timeout
2006,Finalist,,CNET,,Taking back the Web,http://news.cnet.com/Grassroots-taste-makers-define-opinions/2009-1025_3-5942440.html,timeout
2006,Finalist,,CNN,,Terrorist Bombings,http://edition.cnn.com/2005/WORLD/europe/07/07/london.tube/,verified
2006,Finalist,,Columbia Journalism Review,,,http://www.cjr.org/,200
2006,Finalist,,Congressional Quarterly,,,http://corporate.cqrollcall.com/,timeout
2006,Finalist,,Dayton Daily News,,Get on the Bus,http://www.daytondailynews.com/blogs/content/shared-gen/blogs/dayton/education/index.html,200
2006,Finalist,,Education Week,,Quality Counts at 10: A Decade of Standards Based Education,http://www.edweek.org/ew/toc/2006/01/05/index.html,200
2006,Finalist,,EurasiaNet.org,,2005 Azerbaijan Elections,http://www.eurasianet.org/azerbaijan/,200
2006,Finalist,,Herald Tribune,,An Enduring Mystery,http://projects.heraldtribune.com/investigatewalker/walkermystery.html,200
2006,Finalist,,Lawrence.com,,,http://www.lawrence.com/,301
2006,Finalist,,LJWorld.com,,,http://www2.ljworld.com/,200
2006,Finalist,,McKinneySports.net,,,http://mckinneysports.net/,timeout
2006,Finalist,,Minneapolis Star Tribune,,,http://www.startribune.com/,200
2006,Finalist,,Heather Gehlert,,My Blue Eyed Girl,http://journalism.berkeley.edu/projects/mm/gehlert/,verified
2006,Finalist,,New West,,,http://www.newwest.net/newwesttransition.html,200
2006,Finalist,,New York Times,,NYC Transit Strike,http://www.nytimes.com/indexes/2005/12/20/nyregion/nyregionspecial3/index.html,verified
2006,Finalist,,New York Times,,,http://www.nytimes.com/,200
2006,Finalist,,Newsday,,Fire Alarm,http://www.newsday.com/long-island/complete-coverage-fire-alarm-1.1532062,200
2006,Finalist,,NOVA,,,http://www.pbs.org/wgbh/nova/sciencenow/,200
2006,Finalist,,Orlando Sentinel,,,http://www.orlandosentinel.com/,200
2006,Finalist,,Prevention,,Walk This Way Challenge,http://www.prevention.com/health/fitness/walking,200
2006,Finalist,,SeeingBlack.com,,,http://www.seeingblack.com/,200
2006,Finalist,,Slate,,Moneybox,"http://www.slate.com/?id=3944&qp=26141,26260&dto=06/15/06&dfrom=07/1/05",200
2006,Finalist,,Slate,,Architecture,"http://www.slate.com/?id=3944&qp=39882;29686,34400&dto=06/15/06&dfrom=07/01/05",200
2006,Finalist,,Herald Sun,,Hurricane Katrina,http://www.sunherald.com/katrina/,200
2006,Finalist,,Sun-Sentinel,,Hurricane Wilma,http://www.sun-sentinel.com/topic/,200
2006,Finalist,,Tallahassee Democrat,,Tallahassee Bus Boycott Anniversary,http://www.tallahassee.com/legacy/special/boycott/timeline.html,200
2006,Finalist,,TCPalm.com,,Survivor: Treasure Coast Blogfest,http://www.tcpalm.com/,200
2006,Finalist,,Bergen Record,,Toxic Legacy,http://www.northjersey.com/specialreports/ringwood5yearslater.html,200
2006,Finalist,,Bergen Record,,Toxic Legacy,http://www.northjersey.com/specialreports/ringwood5yearslater.html,200
2006,Finalist,,Center for Public Integrity,,Power Trips,http://projects.publicintegrity.org/powertrips/,200
2006,Finalist,,Drive-In,,James Hill,http://www.bet.com/celebrities.html,200
2006,Finalist,,Press Enterprise,,Toxic Cargo,http://old.pe.com/reports/2005/toxiccargo/stories/secret.html,200
2006,Finalist,,Roanoke Times,,Going Down the Crooked Road,http://www.roanoke.com/multimedia/crooked/interactive.html,200
2006,Finalist,,Seattle Times,,License to Harm,http://seattletimes.nwsource.com/news/local/licensetoharm/,200
2006,Finalist,,Spokesman-Review,,,http://www.spokesman.com/,200
2006,Finalist,,TheDay.com,,Stacy Haddox,http://www.theday.com/article/20060512/DAYARC/305129938,200
2006,Finalist,,University of Nevada,,Peavine Explorations,http://www.unr.edu/journalism/peavine/,200
2006,Finalist,,University of North Carolina,,The Ancient Way,http://www.theancientway.org/,200
2006,Finalist,,University of North Carolina,Universidad de Los Andes,Chasing Crusoe,http://www.rcrusoe.org/,200
2006,Finalist,,USA TODAY,,Hurricane Katrina,http://www.usatoday.com/news/hurricane.htm,200
2006,Finalist,,USA TODAY,,2006 Winter Olympics,http://www.usatoday.com/sports/olympics/torino/multimedia/index.htm?loc=interstitialskip,200
2006,Finalist,,USA TODAY,,Couples and Their Cash,http://www.usatoday.com/money/graphics/couples_money/flash.htm?tabNum=tab5,200
2006,Finalist,,USA TODAY,,,http://www.usatoday.com/,200
2006,Finalist,,Washington Post,,e-Qaeda,http://www.washingtonpost.com/wp-dyn/content/custom/2005/08/05/CU2005080501141.html?whichDay=1,200
2006,Finalist,,Washington Post,,,http://www.washingtonpost.com/,200
2006,Winner,Service Journalism Large Site,Chicago Tribune,,The Mercury Menace,"http://www.chicagotribune.com/news/chi-mercury-htmlpage,0,6027124.htmlpage",200
2006,Winner,Specialty Journalism Large Site,ESPN,,ESPN Insider,http://insider.espn.go.com/insider/index,verified
2006,Winner,Specialty Journalism Small Site,Fine Woodworking,,,http://www.finewoodworking.com/,200
2006,Winner,Online Commentary Small Site,Good Morning Silicon Valley,,John Paczkowski,http://blogs.siliconvalley.com/gmsv/,#N/A
2006,Winner,Service Journalism Small Site,Gulf Coast News,,Katrina Survivor Database,http://www.gulfcoastnews.com/,301
2006,Winner,Rich Jaroslovsky Award,Jon Hart,,,,#N/A
2006,Winner,Outstanding Use of Multimedia Small Site,Montgomery Advertiser,,Montgomery Boycott Anniversary,http://www.montgomeryboycott.com/,200
2006,Winner,General Excellence in Online Journalism Large Site,MSNBC,,,http://www.msnbc.msn.com/,200
2006,Winner,Online Commentary Large Site,New York Times,,David Pogue,http://pogue.blogs.nytimes.com/,200
2006,Winner,Breaking News Large Site,NOLA.com,,Hurricane Katrina,http://www.nola.com/katrina/pages/,200
2006,Winner,Knight Foundation Award For Public Service,NOLA.com,,Hurricane Katrina: The Storm We Always Feared,http://www.nola.com/katrina/,200
2006,Winner,Student Journalism,Rezoned,,Jeff DelViscio and Khody Akhavi,http://web.archive.org/web/20060621141215/http://www.rezoned2006.com/,200
2006,Winner,Breaking News Small Site,Herald Sun,,Hurricane Katrina,http://www.sunherald.com/katrina/,200
2006,Winner,Online Commentary Medium Site,Tampa Bay Times,,Stuck in the 80s,http://www.tampabay.com/blogs/80s/,200
2006,Winner,Outstanding Use of Multimedia Large Site,MSNBC,,Rising from the Ruins,http://risingfromruin.msnbc.com/stories.html,200
2006,Winner,General Excellence in Online Journalism Small Site,Center for Public Integrity,,,http://www.iwatchnews.org/,301
2006,Winner,General Excellence in Online Journalism Medium Site,Roanoke Times,,,http://www.roanoke.com/,200
2006,Winner,Investigative Journalism Large Site,Smoking Gun,,A Million Little Lies,http://www.thesmokinggun.com/documents/celebrity/million-little-lies,200
2006,Winner,Investigative Journalism Small Site,WTHR,,Cause for Alarm,http://www.wthr.com/global/Category.asp?c=79536,200
2007,Finalist,,1001Words,,,http://www.1001words.org/,200
2007,Finalist,,Atacama Stories,,,http://www.atacamastories.org/,200
2007,Finalist,,Bakersfield.com,,The Trial of the Vincent Brothers,http://bakersfield.com/brothers,#N/A
2007,Finalist,,BeliefNet,,,http://www.beliefnet.com/,200
2007,Finalist,,CBC News,,News Consumer Reporting,http://http//www.cbc.ca/consumer/,timeout
2007,Finalist,,Center for Public Integrity,,Collateral Damage: Human Rights and U.S. Military Aid After 9/11,http://www.publicintegrity.org/MilitaryAid/,200
2007,Finalist,,Center for Public Integrity,,,http://www.iwatchnews.org/,301
2007,Finalist,,Chicago Tribune,,Teens at the Wheel,"http://www.chicagotribune.com/news/local/chi-teens-specialreport-htmlpage,0,4747929.htmlpage",200
2007,Finalist,,Chitown Daily News,,A Man of Two Lives,http://www.chitowndailynews.org/Chicago+news/2007/1/10/A_man_of_two_lives,200
2007,Finalist,,CNET,,Microsoft and Vista,http://news.com.com/Vista+for+the+masses/2009-1016_3-6151565.html,timeout
2007,Finalist,,CNN,,Breaking News of the Virginia Tech Shootings,http://www.cnn.com/SPECIALS/2007/virginiatech.shootings/,200
2007,Finalist,,Colorado Confidential,,,http://www.coloradoconfidential.com/,200
2007,Finalist,,Consumer Reports,,Nursing Homes,http://www.consumerreports.org/nursinghomes,200
2007,Finalist,,CorpWatch,,David Phinney,http://www.corpwatch.org/article.php?id=14173,200
2007,Finalist,,Delaware Online,,Pulp Culture,http://www.delawareonline.com/blogs/cormier.html,200
2007,Finalist,,Denver Post,,Christmas Blizzard,http://www.denverpost.com/ci_4872351,200
2007,Finalist,,Mark Benjamin,,Deploying Sick Troops To Iraq,http://www.salon.com/news/2007/03/11/fort_benning/index.html,200
2007,Finalist,,Des Moines Register,,Iowa Caucuses,http://desmoinesregister.com/caucus,timeout
2007,Finalist,,Des Moines Register,,,http://www.desmoinesregister.com/,200
2007,Finalist,,Detroit Free Press,,40 years of RESPECT,http://www.freep.com/respect,200
2007,Finalist,,East Valley Tribune,,A risky game: ASU Sun Devil Stadium,http://www.eastvalleytribune.com/page/sundevilstadium,200
2007,Finalist,,Education Week,,Supreme Court Coverage,http://www.edweek.org/ew/articles/2007/06/28/43scotusmain_web.h26.html,200
2007,Finalist,,ESPN,,An Un-American Tragedy Pat Tillman,http://sports.espn.go.com/espn/eticket/story?page=tillmanpart1,200
2007,Finalist,,ESPN,,,http://espn.go.com/,verified
2007,Finalist,,Florida Today,,Orphans and Angels,http://www.floridatoday.com/multimedia/orphanangels/day5oa/,200
2007,Finalist,,Fresno Bee,,Crime Map,http://www.fresnobee.com/static/crime/,200
2007,Finalist,,Globe and Mail,,,http://www.theglobeandmail.com/,200
2007,Finalist,,Go Vols,,,http://www.govolsxtra.com/,200
2007,Finalist,,Honolulu Advertiser,,Wonderful World,http://iz.honoluluadvertiser.com/,timeout
2007,Finalist,,HoopGurlz,,,http://hoopgurlz.com/,verified
2007,Finalist,,Houston Chronicle,,Science Guy,http://chron.com/sciguy/,timeout
2007,Finalist,,KING 5,,,http://www.king5.com/,301
2007,Finalist,,LoHud.com,,Assignment Guatemala,http://www.lohud.com/perez,301
2007,Finalist,,Los Angeles Times,,Altered Oceans,"http://www.latimes.com/news/local/oceans/la-oceans-series,0,7842752.special",301
2007,Finalist,,Miami Herald,,House of Lies,http://www.realcities.com/multimedia/miami/news/archive/housing/index.html,200
2007,Finalist,,Miami Herald,,House of Lies,http://www.realcities.com/multimedia/miami/news/archive/housing/index.html,200
2007,Finalist,,Minneapolis Star Tribune,,A People Torn: Liberians in Minnesota,http://www.startribune.com/liberia,200
2007,Finalist,,Minnesota Monitor,,GLBT Beat,http://www.minnesotamonitor.com/tag.do?tag=GLBT%20Issues,200
2007,Finalist,,New West,,,http://www.newwest.net/newwesttransition.html,200
2007,Finalist,,New York Times,,The Deadly Rampage at Virginia Tech,http://www.nytimes.com/indexes/2007/04/16/,verified
2007,Finalist,,New York Times,,Frugal Traveler: American Road Trip,http://www.nytimes.com/frugaltraveler,verified
2007,Finalist,,New York Times,,,http://www.nytimes.com/,200
2007,Finalist,,Newsday,,Investigating the Gap,http://www.newsday.com/gap,200
2007,Finalist,,Newsweek,,Christopher Dickey,http://www.msnbc.msn.com/id/17489861/site/newsweek/,200
2007,Finalist,,NPR,,My Cancer,http://www.npr.org/mycancer,200
2007,Finalist,,Orlando Sentinel,,Coverage Of Deadly Tornadoes,http://www.orlandosentinel.com/tornado,200
2007,Finalist,,Orlando Sentinel,,Charter Schools,http://www.orlandosentinel.com/charterschools,200
2007,Finalist,,Slate,,Blogging the Bible,http://www.slate.com/id/2167894/,200
2007,Finalist,,Slate,,,http://www.slate.com/,200
2007,Finalist,,Speaking of Faith,,,http://speakingoffaith.org/,200
2007,Finalist,,Denver Post,,Talk Back to Al,http://blogs.denverpost.com/lewis/2006/09/05/should-airlines-charge-by-the-pound/,#N/A
2007,Finalist,,Tallahassee Democrat,,Saving our Springs,http://www.tallahassee.com/legacy/special/springs/,200
2007,Finalist,,Tampa Bay Times,,Stuck in the 80s,http://blogs.tampabay.com/80s/,#N/A
2007,Finalist,,American Prospect,,,http://prospect.org/,200
2007,Finalist,,Next Mayor,,,http://www.thenextmayor.com/,200
2007,Finalist,,Oklahoman,,,http://newsok.com/,302
2007,Finalist,,Roanoke Times,,Off the Scale,http://www.roanoke.com/multimedia/obesity/interactive.html,200
2007,Finalist,,Science of Sex,,,http://www.scienceandsex.com/,200
2007,Finalist,,Times,Democrat,The Great Debate,http://thetandd.com/art/debate/log.html,200
2007,Finalist,,Wall Street Journal,,The Law Blog,http://blogs.wsj.com/law/,verified
2007,Finalist,,This I Believe,,,http://thisibelieve.org/,200
2007,Finalist,,Toronto Star,,Lost in Migration,http://www.tallahassee.com/legacy/special/springs/,200
2007,Finalist,,Washington Post,,Walter Reed and Beyond,http://www.washingtonpost.com/walterreed,200
2007,Finalist,,Washington Post,,OnBeing,http://specials.washingtonpost.com/onbeing,200
2007,Finalist,,Washington Post,,Lean Plate,http://www.leanplateclub.com/,301
2007,Finalist,,Washington Post,,,http://www.washingtonpost.com/,200
2007,Finalist,,WebMD,,,http://www.webmd.com/,200
2007,Finalist,,Yahoo!,,People of the Web,http://ona.site-ym.com/http///potw.news.yahoo.com,200
2007,Winner,Investigative Journalism Large Site,ABC News,,Brian Ross Investigates: The Mark Foley Investigation,http://blogs.abcnews.com/theblotter/2006/09/exclusive_the_s.html,#N/A
2007,Winner,Breaking News Large Site,Associated Press,,Virginia Tech Shootings,http://hosted.ap.org/specials/interactives/_national/vtech_map/index4.html,verified
2007,Winner,Student Journalism,Border Beat,,,http://borderbeat.net/,#N/A
2007,Winner,Investigative Journalism Small Site,Center for Investigative Reporting,,Danger On Your Plate,"http://www.cin.ba/Reports/1/?cid=494,1,1",200
2007,Winner,Specialty Journalism Small Site,Council on Foreign Relations,,,http://www.cfr.org/,200
2007,Winner,General Excellence in Online Journalism Medium Site,Denver Post,,,http://www.denverpost.com/,200
2007,Winner,Outstanding Use of Digital Media Large Site,Discovery Channel,,Everest Beyond the Limit,http://dsc.discovery.com/convergence/everestbeyond/everestbeyond.html,timeout
2007,Winner,Online Beat Reporting Small Site,Florida Today,,Space Beat,http://www.floridatoday.com/floridatoday/blogs/spaceteam/2006_12_01_archive.html,200
2007,Winner,Specialty Journalism Large Site,Livescience.com,,,http://www.livescience.com/,301
2007,Winner,Online Commentary Small Site,New West,,Wild Bill,http://www.newwest.net/index.php/topic/main/C146/L41,200
2007,Winner,Online Commentary Medium Site,Newsday,,Walt Handelsman,http://www.newsday.com/walt,200
2007,Winner,Service Journalism Small Site,Oakland Tribune,,Not Just a Number,http://www.bayareanewsgroup.com/multimedia/iba/njn,200
2007,Winner,Online Commentary Large Site,Slate,,William Saletan,http://www.slate.com/?id=3944&cp=2100253&nav=navom,200
2007,Winner,Knight Foundation Award For Public Service,Oakland Tribune,,Not Just a Number,http://www.bayareanewsgroup.com/multimedia/iba/njn/,200
2007,Winner,Breaking News Small Site,Roanoke Times,,Virginia Tech Shootings,http://www.roanoke.com/news/breaking/wb/113294,200
2007,Winner,Service Journalism Large Site,Toronto Star,,Lost in Migration,http://www.thestar.com/immigration,200
2007,Winner,General Excellence in Online Journalism Large Site,USA TODAY,,,http://www.usatoday.com/,200
2007,Winner,General Excellence in Online Journalism Small Site,Ventura County Star,,,http://www.vcstar.com/,200
2007,Winner,Online Beat Reporting Large Site,Wired,,Defense,http://blog.wired.com/defense/,verified
2007,Winner,Outstanding Use of Digital Media Small Site,Wisconsin State Journal,,Hip Hop 101,http://www.madison.com/wsj/projects/hiphop/index.html,301
2008,Finalist,,Al Dia Tx,,United States,http://www.aldiatx.com/,200
2008,Finalist,,Arizona Daily Star,,Schools promote students despite widespread failure,http://azstarnet.com/socialpromotion/,#N/A
2008,Finalist,,Arkansas Democrat-Gazette,,The Soldier’s Wife,http://showtime.arkansasonline.com/projects/timeline/,200
2008,Finalist,,Blogtrotters.fr,,France,http://www.blogtrotters.fr/,200
2008,Finalist,,Border Stories,,,http://www.borderstories.org/,200
2008,Finalist,,Cleveland.com,,Johanna: Facing Forward,http://www.cleveland.com/johanna/,200
2008,Finalist,,CNN,,Eyewitness to Murder: The King Assassination,http://www.cnn.com/2011/US/studentnews/03/29/bia.mlk.assassination.guide/index.html,200
2008,Finalist,,Congressional Quarterly,,,http://corporate.cq.com/wmspage.cfm?parm1=12,timeout
